date,SPY_close,QQQ_close,SPY_close_norm,QQQ_close_norm,rcorr
1999-09-21,130.75,61.9375,-1.2673025564010505,-0.8143753079771356,0.5529266582496339
1999-09-22,130.609375,62.59375,-1.2883127976391069,-0.7786737925791241,0.3616838342307231
1999-09-23,127.875,60.0,-1.6968452661568734,-0.9197797820093604,0.2589152868384549
1999-09-24,127.75,60.078125,-1.715521036146257,-0.9155296016048352,0.14937570009280518
1999-09-27,128.59375,60.5,-1.5894595887179177,-0.8925786274203992,0.14307315941767534
1999-09-28,128.34375,60.78125,-1.6268111286966849,-0.8772779779641086,0.14578227664996202
1999-09-29,126.8125,59.5625,-1.855589311066634,-0.9435807922747015,0.21764268516446367
1999-09-30,128.75,60.1875,-1.566114876231188,-0.9095793490385,0.259869672606695
1999-10-01,128.46875,60.2109375,-1.6081353587073013,-0.9083042949171424,0.2994842329009959
1999-10-04,130.75,61.5625,-1.2673025564010505,-0.8347761739188566,0.3501219726812785
1999-10-05,130.625,62.0,-1.285978326390434,-0.8109751636535155,0.3950821374412618
1999-10-06,132.625,63.2421875,-0.9871660065602964,-0.743397295221565,0.4451325797737227
1999-10-07,131.875,63.09375,-1.099220626496598,-0.7514726379901628,0.4533480569710646
1999-10-08,133.875,63.7578125,-0.8004083066664603,-0.7153461045516987,0.5333883984339718
1999-10-11,133.65625,64.65625,-0.8330909041478817,-0.666469029899659,0.6039823881947852
1999-10-12,131.59375,63.1875,-1.141241108972711,-0.7463724215047326,0.640542328675608
1999-10-13,128.1875,61.3125,-1.6501558411834143,-0.8483767512133372,0.6656828536764243
1999-10-14,128.15625,61.6953125,-1.6548247836807601,-0.8275508672311638,0.7104387331993248
1999-10-15,124.875,59.875,-2.14506374590208,-0.9265800706566008,0.7749112605072935
1999-10-18,125.78125,59.1171875,-2.0096644134790487,-0.967806820580495,0.8055682555348279
1999-10-19,127.0,59.4375,-1.8275756560825585,-0.9503810809219418,0.8279895499269959
1999-10-20,128.25,61.25,-1.6408179561887226,-0.8517768955369573,0.85806537868251
1999-10-21,129.0,62.25,-1.528763336252421,-0.7973745863590349,0.8556275695476928
1999-10-22,130.09375,61.96875,-1.3653503488453143,-0.8126752358153256,0.8590443605700739
1999-10-25,129.4375,62.0,-1.4633981412895782,-0.8109751636535155,0.8777585966265028
1999-10-26,127.8125,61.5,-1.706183151151565,-0.8381763182424767,0.8760841205054467
1999-10-27,130.125,61.40625,-1.3606814063479684,-0.843276534727907,0.8889016327885605
1999-10-28,134.5625,63.53125,-0.6976915717248505,-0.7276716277248217,0.9141797779620859
1999-10-29,137.0,65.75,-0.3335140569318702,-0.6069665042363063,0.9316485897607947
1999-11-01,135.5625,65.40625,-0.5482854118097816,-0.6256672980162171,0.9390600172626582
1999-11-02,134.59375,65.4453125,-0.6930226292275046,-0.6235422078139545,0.9426913548731456
1999-11-03,135.5,66.75,-0.5576232968044734,-0.5525641950583838,0.9431038871240285
1999-11-04,136.53125,67.5,-0.40354819439205875,-0.511762463174942,0.945814267925373
1999-11-05,137.875,68.1875,-0.202783667006185,-0.4743608756151203,0.9514579197962793
1999-11-08,138.0,69.5625,-0.1841078970168014,-0.3995577004954769,0.9507353085000307
1999-11-09,136.703125,69.09375,-0.3778690106566563,-0.42505878292262805,0.9461499023545608
1999-11-10,137.71875,70.0,-0.2261283794929145,-0.37575669023013586,0.9429223319554211
1999-11-11,138.5,71.25,-0.10940481705926697,-0.30775380375773276,0.9417378212836425
1999-11-12,139.75,72.1875,0.07735288283456908,-0.25675163890343045,0.9436222678950253
1999-11-15,140.078125,72.046875,0.12637677905670103,-0.2644019636315758,0.9493800628597001
1999-11-16,141.25,73.875,0.3014621227071723,-0.16494774216568633,0.9528251188529121
1999-11-17,141.625,72.875,0.3574894326753231,-0.21935005134360877,0.9589169331096878
1999-11-18,142.625,75.109375,0.506895592590392,-0.09779489177418829,0.9624784908087419
1999-11-19,142.5,75.78125,0.4882198226010084,-0.06124334029527164,0.9666007025698075
1999-11-22,142.46875,74.625,0.4835508801036625,-0.12414601028224448,0.9696203321059096
1999-11-23,141.21875,74.96875,0.2967931802098264,-0.10544521650233364,0.9689531786011516
1999-11-24,141.96875,77.4375,0.40884780014612804,0.028860484280662433,0.9637219388980759
1999-11-26,141.4375,77.6875,0.32947577769124775,0.042461061575143046,0.9575709945945289
1999-11-29,140.9375,76.40625,0.2547726977337133,-0.0272418970590701,0.9568354041695635
1999-11-30,139.28125,73.5,0.00731874537438056,-0.18534860810740725,0.9533257271263574
1999-12-01,140.40625,75.09375,0.175400675278833,-0.09864492785509332,0.9479025307375313
1999-12-02,141.25,77.4765625,0.3014621227071723,0.030985574482925028,0.9419451109119984
1999-12-03,143.84375,79.125,0.6889843499868821,0.12066438101840658,0.9440558158419438
1999-12-06,142.78125,79.84375,0.5302403050771215,0.15976604074003833,0.9375769459032749
1999-12-07,141.625,79.84375,0.3574894326753231,0.15976604074003833,0.9262944148289678
1999-12-08,140.71875,78.875,0.222090100252292,0.10706380372392596,0.9255777921124353
1999-12-09,141.40625,79.25,0.32480683519390185,0.1274646696656469,0.9170809760320484
1999-12-10,141.875,79.90625,0.39484097265409035,0.16316618506365851,0.9026128920497972
1999-12-13,142.125,80.9921875,0.4321925126328576,0.22224369268655866,0.8968076288418517
1999-12-14,140.75,79.53125,0.2267590427496379,0.14276531912193757,0.8704873253522202
1999-12-15,141.5,81.0625,0.33881366268593954,0.22606885505063135,0.8374970872334101
1999-12-16,142.125,83.0625,0.4321925126328576,0.3348734734064763,0.8039451989140564
1999-12-17,142.6875,83.78125,0.5162334775850838,0.37397513312810804,0.7775041425315603
1999-12-20,141.65625,84.875,0.362158375172669,0.4334776587914607,0.7211668788226359
1999-12-21,143.8125,89.4375,0.6843154074895362,0.6816881944157319,0.7194699129165024
1999-12-22,144.1875,89.15625,0.740342717457687,0.6663875449594412,0.725044709219857
1999-12-23,146.484375,90.21875,1.0835099910126107,0.7241899984609839,0.7572641695240367
1999-12-27,146.28125,89.6875,1.0531618647798624,0.6952887717102125,0.7768548898365343
1999-12-28,146.1875,89.125,1.0391550372878247,0.6646874727976312,0.7895523422310562
1999-12-29,146.8125,92.5,1.1325338872347428,0.8482952662731195,0.8142139396869735
1999-12-30,146.640625,91.5,1.1068547034993403,0.793892957095197,0.8359355655713011
1999-12-31,146.875,91.375,1.1418717722294345,0.7870926684479567,0.8602734662868846
2000-01-03,145.4375,94.75,0.927100417351523,0.970700461923445,0.8745533985921738
2000-01-04,139.75,88.25,0.07735288283456908,0.617085452266949,0.8026897751641775
2000-01-05,140.0,86.0,0.11470442281333629,0.49468025661662346,0.7782517449086432
2000-01-06,137.75,80.09375,-0.22145943699556858,0.17336661803451897,0.757779744615622
2000-01-07,145.75,90.0,0.9737898423249821,0.7122894933283133,0.773359819755771
2000-01-10,146.25,92.5,1.0484929222825166,0.8482952662731195,0.7868612788100179
2000-01-11,144.5,88.0,0.787032142431146,0.6034848749724684,0.7862363224440129
2000-01-12,143.0625,86.0625,0.5722607875532346,0.49808040094024364,0.7661167762074165
2000-01-13,145.0,91.25,0.8617352223886805,0.7802923798007164,0.7607789449222739
2000-01-14,146.96875,93.375,1.1558785997214722,0.8958972868038017,0.7734945432311497
2000-01-18,145.8125,93.875,0.9831277273196739,0.9230984413927629,0.8110861714564498
2000-01-19,147.0,96.0,1.160547542218818,1.038703348395848,0.83378198564164
2000-01-20,144.75,95.0625,0.8243836824099132,0.9877011835415458,0.8194983009284159
2000-01-21,144.4375,96.25,0.7776942574364543,1.0523039256903286,0.7860821136968223
2000-01-24,140.34375,91.625,0.1660627902841412,0.8006932457424373,0.7203676328935396
2000-01-25,141.9375,93.0,0.40417885764878214,0.8754964208620807,0.6815850344720058
2000-01-26,140.8125,89.25,0.23609692774432972,0.6714877614448714,0.6657339229532191
2000-01-27,140.25,90.5625,0.15205596279210348,0.7428907922408947,0.6143760743322536
2000-01-28,135.875,86.0,-0.5015959868363227,0.49468025661662346,0.6101012491843313
2000-01-31,139.5625,89.6875,0.04933922785049367,0.6952887717102125,0.6017633499897906
2000-02-01,140.9375,92.09375,0.2547726977337133,0.8261943281695885,0.5939584534030279
2000-02-02,141.0625,92.875,0.27344846772309694,0.8686961322148403,0.5618932825052761
2000-02-03,143.1875,96.5,0.5909365575426182,1.0659045029848093,0.5338677438184949
2000-02-04,142.59375,97.15625,0.5022266500930461,1.101606018382821,0.4992529646484412
2000-02-07,142.375,98.5,0.46954405261162474,1.1747091213406542,0.46766659038136515
2000-02-08,144.3125,102.625,0.7590184874470707,1.3991186466995844,0.46859296192642075
2000-02-09,141.28125,99.0,0.3061310652045182,1.2019102759296154,0.44797515524222614
2000-02-10,141.5625,102.25,0.34815154768063133,1.3787177807578634,0.39211504494652083
2000-02-11,138.6875,99.875,-0.08139116207519156,1.2495122964602976,0.32095723585336217
2000-02-14,139.5,99.75,0.04000134285580187,1.2427120078130574,0.2879577233285606
2000-02-15,141.078125,100.46875,0.27578293897176986,1.281813667534689,0.2531937608566737
2000-02-16,139.0,100.0,-0.03470173710173255,1.2563125851075378,0.17397050768364725
2000-02-17,138.28125,102.125,-0.14208741454068827,1.3719174921106232,0.06403519111793525
2000-02-18,135.3125,98.4375,-0.5856369517885489,1.171308977017034,-0.13852907814363336
2000-02-22,134.96875,98.75,-0.6369953192593538,1.188309698635135,-0.14741024417762585
2000-02-23,136.5625,104.25,-0.39887925189471285,1.4875223991137083,-0.2050301138693824
2000-02-24,133.8125,106.5,-0.8097461916611521,1.609927594764034,-0.2858928795493766
2000-02-25,133.328125,104.0625,-0.8821148003700136,1.4773219661428478,-0.3386674095162553
2000-02-28,136.125,104.0,-0.46424444685755545,1.4739218218192278,-0.3455955484174041
2000-02-29,137.4375,106.75,-0.2681488619690276,1.6235281720585144,-0.34593736850706724
2000-03-01,138.4375,107.625,-0.11874270205395877,1.6711301925891966,-0.33109795258810065
2000-03-02,138.53125,105.1328125,-0.10473587456192106,1.535549437684843,-0.33700826763263697
2000-03-03,141.125,111.0625,0.28278635271778874,1.858138130388305,-0.25594973410969707
2000-03-06,139.75,111.9375,0.07735288283456908,1.9057401509189873,-0.21580033827448616
2000-03-07,137.046875,110.25,-0.3265106431858514,1.8139362541812432,-0.23525584408513006
2000-03-08,136.875,111.25,-0.35218982692125383,1.8683385633591656,-0.23667814834158665
2000-03-09,140.875,115.0,0.2454348127390215,2.072347222776375,-0.14846838520138164
2000-03-10,140.125,114.5,0.1333801928027199,2.0451460681874134,-0.09751926236776368
2000-03-13,138.59375,111.5,-0.09539798956722927,1.881939140653646,-0.21509646588679812
2000-03-14,136.625,107.375,-0.389541366900021,1.657529615294716,-0.233170402041662
2000-03-15,139.8125,102.875,0.08669076782926088,1.412719223994065,-0.2023917622599665
2000-03-16,146.34375,108.75,1.0624997497745543,1.7323327904143595,-0.07818992091300145
2000-03-17,146.9375,110.8125,1.1512096572241264,1.8445375530938244,0.08473084736172178
2000-03-20,146.1875,107.6875,1.0391550372878247,1.6745303369128168,0.1684126741753953
2000-03-21,149.1875,111.75,1.4873735170330311,1.8955397179481268,0.2942522242124574
2000-03-22,150.09375,114.0,1.6227728494560623,2.0179449135984524,0.414079281679235
2000-03-23,152.65625,116.0,2.005626134238426,2.1267495319542973,0.5298927904704731
2000-03-24,153.5625,117.5625,2.1410254666614574,2.211753140044801,0.6145822903171474
2000-03-27,151.9375,117.75,1.8982404567994704,2.2219535730156617,0.6634248308014795
2000-03-28,151.0625,114.75,1.7675100668737853,2.0587466454818943,0.6943133578385752
2000-03-29,151.21875,110.0,1.7908547793605147,1.8003356768867624,0.7005017668823886
2000-03-30,148.6875,107.25,1.4126704370754968,1.6507293266474756,0.6845510036297724
2000-03-31,150.375,109.5,1.6647933319321755,1.7731345222978012,0.6670695006414221
2000-04-03,151.25,102.9375,1.7955237218578606,1.4161193683176851,0.551949912575544
2000-04-04,150.125,101.9375,1.6274417919534083,1.3617170591397627,0.4197243917003173
2000-04-05,149.1875,100.125,1.4873735170330311,1.263112873754778,0.3044358545285262
2000-04-06,150.484375,102.5,1.681134630672886,1.392318358052344,0.22386986425929345
2000-04-07,151.4375,106.625,1.823537376841936,1.6167278834112742,0.1448643508230056
2000-04-10,150.84375,100.125,1.734827469392364,1.263112873754778,0.027689377527005517
2000-04-11,150.40625,97.75,1.6694622744295213,1.1339073894572123,-0.05250971468369111
2000-04-12,146.28125,92.0,1.0531618647798624,0.8210941116841582,-0.05718011395363689
2000-04-13,144.25,88.0,0.7496806024523788,0.6034848749724684,-0.033904384645186345
2000-04-14,136.0,80.375,-0.48292021684693903,0.18866726749080964,0.18029200599893933
2000-04-17,140.75,89.625,0.2267590427496379,0.6918886273865924,0.25751502774150664
2000-04-18,144.46875,92.0,0.7823631999338001,0.8210941116841582,0.3080655282705325
2000-04-19,143.125,89.1875,0.5815986725479264,0.6680876171212513,0.39170398081635927
2000-04-20,143.8125,87.25,0.6843154074895362,0.5626831430890266,0.46455549080190434
2000-04-24,142.25,84.75,0.45086828262224116,0.4266773701442204,0.5636469121173364
2000-04-25,148.15625,90.46875,1.3332984146206164,0.7377905757554645,0.6335125845604701
2000-04-26,146.484375,87.375,1.0835099910126107,0.5694834317362668,0.737964969684966
2000-04-27,146.0,91.25,1.0111413823037494,0.7802923798007164,0.7966031000154066
2000-04-28,145.09375,94.75,0.8757420498807181,0.970700461923445,0.8166335155807769
2000-05-01,147.0625,95.625,1.16988542721351,1.0183024824541271,0.8365076914202837
2000-05-02,144.125,90.125,0.7310048324629952,0.7190897819755536,0.8599344880621101
2000-05-03,140.75,89.125,0.2267590427496379,0.6646874727976312,0.8656489082848812
2000-05-04,141.8125,89.3125,0.38550308765939856,0.6748879057684917,0.8728743742737373
2000-05-05,143.53125,91.4375,0.6422949250134231,0.7904928127715768,0.8667885132678415
2000-05-08,142.453125,87.875,0.4812164088549895,0.5966845863252281,0.8574681990729677
2000-05-09,141.3125,86.0,0.3108000077018641,0.49468025661662346,0.8639795799866107
2000-05-10,138.125,79.75,-0.16543212702741777,0.15466582425460812,0.884811754645428
2000-05-11,141.28125,84.625,0.3061310652045182,0.4198770814969801,0.885262454329503
2000-05-12,142.8125,84.625,0.5349092475744673,0.4198770814969801,0.896127480052702
2000-05-15,145.28125,88.3125,0.9037557048647935,0.6204855965905691,0.9008065031100897
2000-05-16,146.6875,90.8125,1.1138581172453592,0.7564913695353753,0.8861000670469815
2000-05-17,145.15625,88.9375,0.8850799348754099,0.6544870398267707,0.874515703049818
2000-05-18,143.375,85.75,0.6189502125266936,0.48107967932214285,0.8650936176837756
2000-05-19,141.125,81.6875,0.28278635271778874,0.26007029828683287,0.8515419088097981
2000-05-22,140.0625,81.625,0.1240423078080281,0.25667015396321274,0.8388302622003686
2000-05-23,138.0,74.8125,-0.1841078970168014,-0.11394557731138402,0.8191177600260717
2000-05-24,140.25,79.5,0.15205596279210348,0.1410652469601275,0.7904474380843959
2000-05-25,137.84375,77.75,-0.2074526095035309,0.0458612058987632,0.8043907236249581
2000-05-26,138.0,77.75,-0.1841078970168014,0.0458612058987632,0.8207366147904337
2000-05-30,142.5,85.5625,0.4882198226010084,0.4708792463512824,0.8198493093308838
2000-05-31,142.8125,83.125,0.5349092475744673,0.3382736177300964,0.8409425671325572
2000-06-01,145.3125,87.375,0.9084246473621395,0.5694834317362668,0.8357987319837689
2000-06-02,147.84375,93.625,1.2866089896471575,0.9094978640982823,0.8512086800925664
2000-06-05,147.125,93.859375,1.1792233122082016,0.9222484053118578,0.8606001015748758
2000-06-06,146.46875,91.25,1.0811755197639379,0.7802923798007164,0.8637240882042976
2000-06-07,147.484375,93.6875,1.2329161509276796,0.9128980084219024,0.8794090979523809
2000-06-08,146.90625,93.25,1.1465407147267803,0.8890969981565613,0.8991911704873473
2000-06-09,146.59375,93.75,1.0998512897533215,0.9162981527455225,0.9016195762783592
2000-06-12,144.875,90.75,0.8430594523992968,0.7530912252117552,0.908783928957285
2000-06-13,147.59375,94.25,1.2492574496683901,0.9434993073344837,0.9101084183297456
