raw_symbol,instrument_id,date
TQQQ  250919C00094000,1426074528,2025-03-08
TQQQ  250919C00094000,1426074528,2025-03-09
TQQQ  250919C00094000,1426109061,2025-03-10
TQQQ  250919C00094000,1426106289,2025-03-11
TQQQ  250919C00094000,1426066161,2025-03-12
TQQQ  250919C00094000,1426106787,2025-03-13
TQQQ  250919C00094000,1426098830,2025-03-14
TQQQ  250919C00094000,1426098830,2025-03-15
TQQQ  250919C00094000,1426098830,2025-03-16
TQQQ  250919C00094000,1426099846,2025-03-17
TQQQ  250919C00094000,1426067566,2025-03-18
TQQQ  250919C00094000,1426082684,2025-03-19
TQQQ  250919C00094000,1426091062,2025-03-20
TQQQ  250919C00094000,1426074781,2025-03-21
TQQQ  250919C00094000,1426074781,2025-03-22
TQQQ  250919C00094000,1426074781,2025-03-23
TQQQ  250919C00094000,1426087516,2025-03-24
TQQQ  250919C00094000,1426092473,2025-03-25
TQQQ  270115C00083000,1426103628,2025-02-26
TQQQ  270115C00083000,1426073623,2025-02-27
TQQQ  270115C00083000,1426081673,2025-02-28
TQQQ  270115C00083000,1426081673,2025-03-01
TQQQ  270115C00083000,1426081673,2025-03-02
TQQQ  270115C00083000,1426069241,2025-03-03
TQQQ  270115C00083000,1426091211,2025-03-04
TQQQ  270115C00083000,1426066080,2025-03-05
TQQQ  270115C00083000,1426099212,2025-03-06
TQQQ  270115C00083000,1426066102,2025-03-07
TQQQ  270115C00083000,1426066102,2025-03-08
TQQQ  270115C00083000,1426066102,2025-03-09
TQQQ  270115C00083000,1426083264,2025-03-10
TQQQ  270115C00083000,1426098290,2025-03-11
TQQQ  270115C00083000,1426098593,2025-03-12
TQQQ  270115C00083000,1426106788,2025-03-13
TQQQ  270115C00083000,1426082527,2025-03-14
TQQQ  270115C00083000,1426082527,2025-03-15
TQQQ  270115C00083000,1426082527,2025-03-16
TQQQ  270115C00083000,1426075262,2025-03-17
TQQQ  270115C00083000,1426092216,2025-03-18
TQQQ  270115C00083000,1426066143,2025-03-19
TQQQ  270115C00083000,1426074425,2025-03-20
TQQQ  270115C00083000,1426066175,2025-03-21
TQQQ  270115C00083000,1426066175,2025-03-22
TQQQ  270115C00083000,1426066175,2025-03-23
TQQQ  270115C00083000,1426104701,2025-03-24
TQQQ  270115C00083000,1426085853,2025-03-25
TQQQ  250620P00065000,1442841292,2025-02-26
TQQQ  250620P00065000,1442847033,2025-02-27
TQQQ  250620P00065000,1442852869,2025-02-28
TQQQ  250620P00065000,1442852869,2025-03-01
TQQQ  250620P00065000,1442852869,2025-03-02
